SentenceID,Text,Duration,Speaker,Sentiment
42,We would never do that to our customers on purpose.,3.22,B,NEGATIVE
43,"Of course, you really should have received precisely what you ordered, and we failed on that.",5.92,B,NEGATIVE
44,"And for that, I am truly sorry.",2.176,B,NEGATIVE
45,The best thing that I can do for you now is to make sure that this gets resolved as soon as possible.,5.808,B,POSITIVE
46,"Well, I don't really have a choice, do I?",1.968,A,NEGATIVE
47,So get on with it.,1.081,A,NEUTRAL
48,"Okay, so if I heard you right, your son's birthday is this coming Thursday, right?",6.316,B,NEUTRAL
49,"Yes, that's right.",1.592,A,POSITIVE
50,"All right, here's what I'm gonna do.",2.0,B,NEUTRAL
51,"Because you received the wrong item, I will request to have the correct item sent out to you within 24 business hours.",8.672,B,NEGATIVE
52,"So if we send it to you today, you should receive the oven before your son's birthday on Thursday.",6.772,B,NEUTRAL
53,All I need from you to make that happen is the photo of the wrong item you received along with the photo of the barcode.,6.96,B,NEGATIVE
54,Is it possible that you could send it to me while we're on the line so I could already process the shipment for you?,6.052,B,NEUTRAL
55,Here we are at the step five of the call.,2.76,B,NEUTRAL
56,This is the part where Candace finally offered the solution to her.,4.34,B,NEUTRAL
57,"I can send you the photo, but let me ask you this.",3.11,A,NEUTRAL
58,What guarantee do I have that your company is not going to mess up again?,4.21,A,NEUTRAL
59,Because my purpose really for calling you guys is to just get a refund.,4.472,A,NEUTRAL
60,I really just want to order from Amazon because they have a one day shipping.,3.604,A,POSITIVE
61,"No offense, Candace, but because of what you sent to me, I'm just not confident enough with your company anymore.",7.02,A,NEGATIVE
62,"Good point, Amber, and I understand your doubt.",2.52,B,NEUTRAL
63,"But when we encounter this kind of issue where a customer receives a damaged item, or as in your case, a wrong item, we always make sure to handle the matter with extra care.",11.624,B,NEUTRAL
64,So there would be no second mistake?,2.728,B,NEUTRAL
65,No.,0.44,B,NEUTRAL
66,No chance for a second mistake happening.,2.432,B,NEGATIVE
67,"So that is why aside from the 24 hours shipping, we will also do a thorough recheck of the reshipment.",7.616,B,NEUTRAL
68,So I can definitely assure you that it's going to be the correct item this time.,3.924,B,POSITIVE
69,"Well, okay, I guess I'm just going to have to give you another shot.",3.82,A,NEUTRAL
70,So where do I send the photos to?,2.22,A,NEUTRAL
71,You can send it to supportomesupplies.com.,3.62,B,NEUTRAL
72,"Okay, hold on.",1.416,A,NEUTRAL
73,"Let me go get my phone because I already took a photo of the cutting board yesterday, so I should have it on my phone right here.",7.192,A,NEUTRAL
74,Hold on.,0.78,A,NEUTRAL
75,"Okay, so that's supportomesupplies.com?",4.228,A,NEUTRAL
76,Mm hmm.,0.972,A,NEUTRAL
77,Okay.,1.092,A,NEUTRAL
78,Sent.,0.74,A,NEUTRAL
79,Can you see it?,1.18,A,NEUTRAL
80,"Okay, let me check.",1.42,B,NEUTRAL
81,"Okay, yes, I got it.",1.664,B,POSITIVE
82,"By the way, Amber, do you also have the photo of the barcode of the cutting board?",4.628,B,NEUTRAL
83,Is that really necessary?,1.936,A,NEUTRAL
84,I'm not lying.,1.016,A,NEUTRAL
85,"Yes, Amber, I would need it to have your reshipment approved as soon as possible.",4.588,B,NEUTRAL
86,"After that, we will ship the oven to you immediately, and you should receive it within 24 hours.",5.886,B,NEUTRAL
87,"Okay, let me go upstairs and take a photo.",2.992,A,NEUTRAL
88,Can you hold?,1.072,A,NEUTRAL
89,Sure.,0.392,A,NEUTRAL
90,Take your time.,0.816,B,NEUTRAL
91,Two minutes later.,1.52,B,NEUTRAL
92,Hello?,0.6,A,NEUTRAL
93,Are you there?,0.824,A,NEUTRAL
94,"Yes, Amber, I'm here.",1.508,B,POSITIVE
95,I've sent it.,0.976,A,NEUTRAL
96,Did you get it?,1.052,B,NEUTRAL
97,"Yes, I got it.",1.3,B,POSITIVE
98,"So now I will forward the photos to the reshipment team, and you should receive the oven tomorrow.",6.44,B,NEUTRAL
99,"About the cutting board you received, you don't have to return it.",4.608,B,NEUTRAL
100,Just feel free to keep it or give it away.,3.128,B,NEUTRAL
101,"Oh, good.",0.648,A,POSITIVE
102,I totally forgot to ask you about that.,1.888,A,NEGATIVE
103,So thank you.,0.728,A,POSITIVE
104,"Candace, I really don't want to drive to the post just to return that, so.",4.076,A,NEGATIVE
105,All right.,0.9,A,NEUTRAL
106,I guess it's all good then.,1.448,B,POSITIVE
107,All settled?,0.996,B,NEUTRAL
108,Yes.,0.4,B,POSITIVE
109,"All you have to do now is to wait for the replacement to arrive tomorrow, and we will take care of everything.",5.148,B,NEUTRAL
110,"And again, we are so sorry for this mistake.",2.736,B,NEGATIVE
111,"Well, as long as the oven arrives tomorrow, I am happy.",4.8,A,POSITIVE
112,"Thank you, Candace.",1.152,A,POSITIVE
113,You've been very patient.,1.376,A,POSITIVE
114,"You're most welcome, Amber.",1.424,B,POSITIVE
115,Is there anything else that I can help you with today?,2.14,B,NEUTRAL
116,"No, that's all.",1.392,A,NEUTRAL
117,"You have a great day, Candace.",1.456,A,POSITIVE
118,Bye.,0.696,A,NEUTRAL
119,"Have a great day, Amber.",0.936,B,POSITIVE
120,Thank you for calling home supplies.,1.44,B,POSITIVE
121,Bye.,0.692,B,NEUTRAL
122,Gosh.,0.36,A,NEGATIVE
