SentenceID,Text,Duration,Speaker,Sentiment
44,And my new doctor?,1.176,A,NEUTRAL
45,"I was supposed to see him last week, but my appointment was cancelled.",4.18,A,NEGATIVE
46,The earliest he could see me will be on the 30th of this month.,3.704,A,NEUTRAL
47,Today is the fifth.,1.468,A,NEUTRAL
48,"My supply is running out, and I simply cannot wait that long.",3.42,A,NEGATIVE
49,I see.,0.94,B,NEUTRAL
50,"Is there a way that you can have the appointment moved earlier, perhaps this week?",5.26,B,NEUTRAL
51,The documents are really all we need to be able to send you your supplies.,3.42,B,NEUTRAL
52,I did.,0.552,A,NEUTRAL
53,I already did.,0.928,A,NEUTRAL
54,"I phoned the clinic, explained the situation, but the lady swore it was the earliest they could do so.",5.28,A,NEUTRAL
55,"There's been an emergency, and the doctor could not do anything for me until the 30th.",3.84,A,NEGATIVE
56,"And my doctor, the one who moved to another state, I called him.",4.544,A,NEUTRAL
57,Turns out he couldn't issue an authorization either because he doesn't work in the clinic anymore.,4.564,A,NEGATIVE
58,"We're still on the fifth, and my diabetes is so severe that I don't think I'd ever survive a day without it.",4.838,A,NEGATIVE
59,It's pretty long gap to not be taking my medicine.,2.88,A,NEGATIVE
60,"It is, and it is not good for you, as it turns out, if there are no valid documents on file, your insurance company will not be able to cover any costs for any supplies we're going to send you until we get the prior authorization and prescription on file.",17.028,B,NEGATIVE
61,Your only option would be to pay out of pocket.,3.18,B,NEUTRAL
62,"But once you get the renewed authorization, which won't be long, you will then be covered again by your insurance company.",7.488,B,NEUTRAL
63,It's only going to be temporary until we get the valid documents.,3.876,B,NEUTRAL
64,"Oh, Candace, I know you're just doing your job, but if there's anything you can do, anything at all, please, I would thank the high heavens for it.",8.368,A,POSITIVE
65,I simply cannot afford to pay out of pocket this time.,3.128,A,NEGATIVE
66,I'm a senior and I now live alone.,2.976,A,NEUTRAL
67,"My husband, 53 years, just died last month.",3.172,A,NEGATIVE
68,Died in his sleep.,1.236,A,NEGATIVE
69,Left me just like that.,1.224,A,NEGATIVE
70,"And it feels like the world is crashing down on me, you know?",3.216,A,NEGATIVE
71,I'm just trying to pick up the pieces together.,1.984,A,NEUTRAL
72,"I paid for his burial and everything else, and now I simply cannot pay for anything else, you know?",5.712,A,NEGATIVE
73,"Oh, I am so sorry for your loss, Susan.",3.232,B,NEGATIVE
74,I am so sorry.,1.42,B,NEGATIVE
75,"And I know that this might sound like a sob story to you, and I don't blame you if you think it is.",6.62,A,NEUTRAL
76,"No, no.",0.872,B,NEGATIVE
77,"But that's just been my situation lately, and I've been trying to keep it together.",4.284,A,NEUTRAL
78,"The moment I picked up the phone today, I tried acting happy, but it's just been too hard.",6.632,A,NEGATIVE
79,Too hard.,0.704,A,NEGATIVE
80,I.,0.58,A,NEUTRAL
81,"Life has been just really hard lately, you know?",3.9,A,NEGATIVE
82,"I cannot imagine what you must be going through, Susan, and I won't assume to know, but you have my deepest condolences.",9.312,B,NEGATIVE
83,I'm so sorry for your loss.,2.564,B,NEGATIVE
84,Thank you.,0.864,A,POSITIVE
85,"And, you know, don't worry about it, Candace.",3.748,A,NEUTRAL
86,We've lived together for quite a long time.,2.34,A,POSITIVE
87,53 years.,1.392,A,NEUTRAL
88,It's quite a long time.,1.4,A,NEUTRAL
89,Even if for me it's still short.,2.184,A,NEUTRAL
90,"But, you know, other couples don't have that much.",3.0,A,NEUTRAL
91,"And for that, he and I were quite lucky.",4.572,A,POSITIVE
92,Yes.,0.464,B,POSITIVE
93,"And, you know, you must have created a lot, a lot of good memories together.",4.712,B,POSITIVE
94,"And that's definitely something to treasure, even if that means hurting very much when it's time to say goodbye.",8.948,B,POSITIVE
95,I agree.,0.86,A,POSITIVE
96,"Thank you, Candace.",1.408,A,POSITIVE
97,And I'm so sorry for breaking down.,2.496,A,NEGATIVE
98,"You know, I truly did not want to put you in this awkward situation, but it's just been really, really hard, you know?",6.26,A,NEGATIVE
99,No.,0.36,B,NEUTRAL
100,"No worries, Susan.",1.096,B,POSITIVE
101,I totally understand.,0.984,B,POSITIVE
102,Okay.,0.764,B,NEUTRAL
103,"What you're feeling right now, that's totally understandable.",2.98,B,POSITIVE
104,"Okay, so here's what I'm gonna do for you.",2.728,B,NEUTRAL
105,I will talk to my supervisor and see if there's anything we can do for you.,4.424,B,NEUTRAL
106,"I cannot make any promises of course, but I understand.",3.038,B,NEUTRAL
107,"Yeah, but I will try.",1.282,B,NEUTRAL
108,If there's anything at all that we can do for you.,2.944,B,POSITIVE
109,"Okay, I understand.",1.528,B,NEUTRAL
110,I really appreciate it.,1.584,A,POSITIVE
111,"Whatever decision your supervisor comes up with, I'll understand.",3.344,A,NEUTRAL
112,"You know, at this point, I'm really just trying my luck, and I have to try.",4.548,A,NEUTRAL
113,"All right, Susan, could you give me two to three minutes to get ahold of my supervisor and talk to her?",5.256,B,NEUTRAL
114,Sure.,0.44,A,NEUTRAL
115,"Take your time, Candace.",1.08,A,NEUTRAL
116,I'll be just right here.,1.016,A,POSITIVE
117,Thank you so much.,1.32,A,POSITIVE
118,You're welcome.,0.552,B,POSITIVE
119,"Susan, I'm gonna put you on hold now.",1.908,B,NEGATIVE
120,Tl.,0.9,B,NEUTRAL
121,"Yes, can you help me?",2.632,B,NEUTRAL
122,"Thank you for waiting, Susan.",1.296,B,POSITIVE
123,Sure.,0.36,A,NEUTRAL
124,"No worries, Candace.",1.212,A,POSITIVE
125,"So I just talked to my supervisor, explained to her your situation.",4.448,B,NEUTRAL
126,"She checked your account, and I have good news for you.",3.0,B,POSITIVE
127,Really?,0.688,A,NEUTRAL
128,I got the approval from my supervisor to send you a month's worth of supplies.,4.716,B,NEUTRAL
129,This should be more than enough to last you till your next appointment.,4.324,B,POSITIVE
130,"Oh, my God.",1.024,A,NEUTRAL
131,"Thank you so much, Candace.",1.64,A,POSITIVE
132,I honestly didn't think this would be possible.,1.992,A,NEGATIVE
133,You're an angel.,0.96,A,POSITIVE
134,I really appreciate you.,1.352,A,POSITIVE
135,I really appreciate your company.,1.6,A,POSITIVE
136,Tell your supervisor thank you very much.,2.128,A,POSITIVE
137,You have no idea how big of a thing this already is for me.,2.88,A,POSITIVE
138,You're most welcome.,0.888,B,POSITIVE
139,"Susan, we have seen from your records that this is the first time you're requesting for this.",4.944,B,NEUTRAL
140,"Yes, exactly.",1.024,A,NEUTRAL
141,Yeah.,0.224,B,NEUTRAL
142,And we definitely understand the predicament you're in.,3.018,B,NEUTRAL
143,That's why we are stepping in to help you.,2.982,B,POSITIVE
144,"However, this will be only a one time exception, a one time courtesy.",4.08,B,NEUTRAL
145,"On the next appointment with your doctor, please ensure to obtain a prior authorization and a valid prescription.",7.336,B,NEUTRAL
146,So there should be two documents total?,2.964,B,NEUTRAL
147,"Oh, definitely.",0.968,A,POSITIVE
148,That's the first thing I'm going to do.,1.472,A,NEUTRAL
149,"I swear, had my situation been different, I would never ask this of you.",4.104,A,NEGATIVE
150,This is the first and last time I'd ask something like this.,2.908,A,NEUTRAL
151,"Next time, I definitely will renew before expiration.",3.316,A,POSITIVE
152,That's for sure.,1.016,A,NEUTRAL
153,Perfect.,0.6,B,POSITIVE
154,Perfect.,0.608,B,POSITIVE
155,"And as usual, the delivery date will be one to two business days from today.",4.016,B,NEUTRAL
156,And just.,0.608,B,NEUTRAL
157,"Just for clarification, we will be sending you one month worth of feeding supplies, one month worth of glacerna milk, and one month worth of syringes, which are all based on your last month's prescription.",12.336,B,NEUTRAL
158,All right?,0.544,B,NEUTRAL
159,That is perfect.,1.544,A,POSITIVE
160,"Is there anything else I can help you with today, Susan?",2.352,B,NEUTRAL
161,No.,0.656,A,NEUTRAL
162,Yours have been the greatest help I've ever received.,2.84,A,POSITIVE
163,"Thank you, thank you, thank you.",2.208,A,POSITIVE
164,"It's my pleasure, Susan.",1.264,B,POSITIVE
165,And thank you for doing business with Chris Chan medical supplies.,2.816,B,POSITIVE
166,You have a fantastic day.,1.624,B,POSITIVE
167,Now I want you to pay.,0.744,B,NEUTRAL
