SentenceID,Text,Duration,Speaker,Sentiment
109,"All you have to do now is to wait for the replacement to arrive tomorrow, and we will take care of everything.",5.148,A,NEUTRAL
110,"And again, we are so sorry for this mistake.",2.736,A,NEGATIVE
111,"Well, as long as the oven arrives tomorrow, I am happy.",4.8,B,POSITIVE
112,"Thank you, Candace.",1.152,B,POSITIVE
113,You've been very patient.,1.376,B,POSITIVE
114,"You're most welcome, Amber.",1.424,A,POSITIVE
115,Is there anything else that I can help you with today?,2.14,A,NEUTRAL
116,"No, that's all.",1.392,B,NEUTRAL
117,"You have a great day, Candace.",1.456,B,POSITIVE
118,Bye.,0.696,B,NEUTRAL
119,"Have a great day, Amber.",0.936,A,POSITIVE
120,Thank you for calling home supplies.,1.44,A,POSITIVE
121,Bye.,0.692,A,NEUTRAL
122,Gosh.,0.36,B,NEGATIVE
