SentenceID,Text,Duration,Speaker,Sentiment
84,"Unfortunately, Claire made a mistake.",2.056,A,NEGATIVE
85,"She was under the impression that the voucher has not been used at all, but was still displaying that error message.",5.298,A,NEGATIVE
86,"But according to your order history here, it has already been used.",3.344,A,NEUTRAL
87,"In this case, we cannot issue a replacement voucher.",3.412,A,NEGATIVE
88,"Well, screw that.",1.38,B,NEGATIVE
89,"Mistake or not, it still doesn't change the fact that Claire promised me a voucher.",6.368,B,NEUTRAL
90,And I expect that promise to be kept.,3.076,B,NEUTRAL
91,I have a copy of her email.,1.6,B,NEUTRAL
92,You have a copy of her email?,1.592,B,NEUTRAL
93,She clearly said that she's going to give me another voucher.,4.098,B,NEUTRAL
94,"I can read, you know.",1.416,B,NEUTRAL
95,What are you going to do about it as a company?,1.996,B,NEUTRAL
96,Are you going to honor it?,1.344,B,NEUTRAL
97,"Are you going to compromise your integrity for a ten dollar voucher, seeing that it was you who made a mistake, not me?",7.428,B,NEGATIVE
98,"If the code wasn't used, then we'd be able to issue a replacement.",3.68,A,NEUTRAL
99,"But since you have used it and the discount was applied, we just can't.",4.496,A,NEGATIVE
100,"No, no, no, no.",1.132,B,NEGATIVE
101,I was promised a voucher.,1.7,B,NEUTRAL
102,I will get a voucher.,1.536,B,NEUTRAL
103,As simple as that.,1.296,B,NEUTRAL
104,"The inconvenience I experienced, Candace, are you going to forget about that?",4.888,B,NEGATIVE
105,"Are you going to say, oh, our bad, we're so sorry, and then not do anything about it.",5.24,B,NEGATIVE
106,"No, no, no.",0.848,B,NEGATIVE
107,I have every right to claim that voucher.,3.956,B,NEUTRAL
108,"If Claire only told me immediately that I've already used that code, then I would have been able to buy from the flash sale on time.",8.63,B,NEUTRAL
109,Now it's too late.,1.256,B,NEGATIVE
110,See my point here?,0.76,B,NEUTRAL
111,Candice?,0.672,B,NEUTRAL
112,This is no longer about whether or not the code was valid.,3.192,B,NEUTRAL
113,This is about you compensating me for the inconvenience.,4.5,B,NEUTRAL
114,How could you be so stupid?,1.4,B,NEGATIVE
115,"Candice, hold on.",2.112,B,NEUTRAL
116,"Tabitha, I understand this is frustrating for you, and I will do my best to help you with this, but I cannot do my job if you attack me personally.",7.744,A,NEGATIVE
117,"Now, would you be willing to stop calling me names so that I can help you?",2.84,A,NEUTRAL
118,Or would you prefer to have a few moments of your own and we'll talk later?,3.566,A,NEUTRAL
119,Attacking you personally?,1.12,B,NEUTRAL
120,"I'm not attacking you personally, Candace.",1.928,B,NEUTRAL
121,I'm upset about the situation.,1.804,B,NEGATIVE
122,I want your company to prove to me that this is not the service you want me to experience as what you've said earlier.,6.14,B,NEGATIVE
123,Make it up to me.,1.224,B,NEUTRAL
124,Give me an exception.,1.348,B,NEUTRAL
125,"After all, you're the one who screwed up.",2.456,B,NEGATIVE
126,I'm not attacking you personally.,1.376,B,NEUTRAL
127,I just want my ten dollar discount.,2.548,B,NEUTRAL
128,Absolutely understandable.,1.632,A,POSITIVE
129,So what I will do now is to consult my supervisor about this and see what we can do for you.,4.232,A,NEUTRAL
130,"Now, can I put you on hold for two minutes?",2.104,A,NEUTRAL
131,You go right ahead.,1.088,B,POSITIVE
132,I'll be waiting.,0.936,B,POSITIVE
133,Thank you.,0.964,A,POSITIVE
134,"Thanks for waiting, Tabitha.",1.58,A,POSITIVE
135,Mm hmm.,0.824,A,NEUTRAL
136,"So, what do we have for me?",1.468,B,NEUTRAL
137,My supervisor has checked your previous cases and decided that we cannot give you another voucher.,5.432,A,NEGATIVE
138,And that's because.,0.792,A,NEUTRAL
139,Are you kidding me?,1.076,B,NEGATIVE
140,"We have checked your previous cases, and we have seen nine similar cases as this one.",5.432,A,NEUTRAL
141,"And each time, we have given you an extra voucher, even if you have already used each of them.",5.616,A,NEUTRAL
142,"For this reason, we cannot give you another voucher today.",3.604,A,NEGATIVE
143,"If you think that I'm gonna let you get away with this, you're wrong.",4.504,B,NEGATIVE
144,"I'm gonna sue your company, and you are gonna regret working there.",4.348,B,NEGATIVE
145,I'm gonna make sure that you are fired.,2.288,B,NEUTRAL
146,"Yes, you, Candace.",1.704,B,NEUTRAL
147,"You are going to lose your job, and hell shall freeze before I order from your company again.",5.796,B,NEGATIVE
148,"Unfortunately, Tabitha, this decision is already final.",3.58,A,NEGATIVE
149,"Tell me, Candice, are your mother and father cousins?",4.22,B,NEUTRAL
150,What part of it don't you understand?,1.66,B,NEUTRAL
151,This is no longer about the code.,1.808,B,NEUTRAL
152,This is about your company causing me a great inconvenience for not warning me that the voucher has been used.,6.192,B,NEGATIVE
153,"As I said, I need compensation for that.",3.172,B,NEUTRAL
154,"And we would have gladly given you another voucher, but we have seen from your records here that this has been a pattern with you.",6.4,A,NEUTRAL
155,"You call and claim that your vouchers aren't working, even if you have successfully used them with your orders.",6.038,A,NEGATIVE
156,And all nine previous agents gave you a replacement each time.,3.65,A,NEUTRAL
157,And this has been happening for nine times now.,2.248,A,NEUTRAL
158,We cannot give you another one today.,1.78,A,NEGATIVE
159,You know what?,0.98,B,NEUTRAL
160,You.,0.74,B,NEUTRAL
161,You.,0.74,B,NEUTRAL
162,How stupid could you get?,1.96,B,NEGATIVE
163,I have been repeating myself many times and you still don't get it.,4.5,B,NEGATIVE
164,"Tabitha, please be warned.",1.576,A,NEUTRAL
165,We cannot tolerate this type of language.,1.784,A,NEGATIVE
166,"If you keep using profanities and keep attacking me personally, I will have to disconnect this call.",4.57,A,NEGATIVE
167,I believe I have explained everything you need to know.,2.272,A,NEUTRAL
168,"When a customer experiences an inconvenience, we are more than happy to issue a voucher.",4.392,A,POSITIVE
169,"But as we have seen with your nine previous cases, we have a reason.",3.208,A,NEUTRAL
170,We have a good reason to refuse your request.,3.308,A,NEUTRAL
171,I am going to report you to BBB.,2.616,B,NEGATIVE
172,"You, especially you, Candice, as the agent and your incompetent scammer company.",5.532,B,NEGATIVE
173,Tell your CEO that your company will never see the light of day ever again.,4.38,B,NEGATIVE
174,"Tabitha, I'm afraid you left me no choice but to disconnect this call.",3.688,A,NEGATIVE
175,"If you have any more questions, feel free to call us again.",2.576,A,NEUTRAL
176,I'm now going to end this call.,1.28,A,NEUTRAL
177,Thank you for calling.,0.536,A,POSITIVE
178,Question.,0.384,B,NEUTRAL
179,Bye.,0.28,A,NEUTRAL
180,Thank you.,0.192,A,POSITIVE
