SentenceID,Text,Duration,Speaker,Sentiment
52,"You buried an important piece of information in a place where, let's admit it, nobody even reads, and now you're expecting me to pay for a penalty that I'm not even aware of, except for the person who wrote your terms and conditions.",14.34,B,NEGATIVE
53,"I mean, help me understand, because I'm at a loss here.",4.416,B,NEGATIVE
54,I really am.,0.98,B,NEUTRAL
55,"You don't seriously expect me to pay for the penalty, do you?",3.216,B,NEGATIVE
56,We understand that could happen sometimes.,1.992,A,NEUTRAL
57,"It's not a big amount, but I think it's just disappointing, really.",3.964,B,NEGATIVE
58,"I have been with you guys for four years now, and this is the only time I paid late.",5.12,B,NEGATIVE
59,"Not intentionally, mind you, because I would have paid on time if it was up to me.",3.584,B,NEUTRAL
60,But I had an issue with my bank.,1.984,B,NEGATIVE
61,It took them days to fix it.,1.824,B,NEUTRAL
62,It's just disappointing.,1.458,B,NEGATIVE
63,"One mistake without warning, poof, my $3 went down the drain.",4.846,B,NEGATIVE
64,You know what I mean?,0.984,B,NEUTRAL
65,It's disappointing.,0.776,B,NEGATIVE
66,And to think that I have been with you guys for four years now.,3.18,B,NEUTRAL
67,There must be something you can do about this.,2.18,B,NEUTRAL
68,"Totally, Cersei.",1.056,A,NEUTRAL
69,I understand.,0.772,A,NEUTRAL
70,I honestly don't read the terms and conditions myself when I sign up for services and.,4.896,A,NEGATIVE
71,Exactly.,0.672,B,NEUTRAL
72,"I know that our management understands this, so that's why.",3.496,A,POSITIVE
73,Because this is your first time getting this penalty and you have been with us a long time now.,4.932,A,NEUTRAL
74,I can see it in your account that you have been with us since 2015.,3.74,A,NEUTRAL
75,We can definitely give you a one time exception and cancel the $3 penalty from your charge.,5.02,A,NEUTRAL
76,"Oh, thank you.",1.392,B,POSITIVE
77,That's exactly what I need.,1.528,B,POSITIVE
78,"Thank you so much, Candice.",2.064,B,POSITIVE
79,"No problem at all, Cersei.",1.812,A,POSITIVE
80,We give a leeway for cases like this.,2.304,A,NEUTRAL
81,"And also, I have to remind you that this is only going to be a one time exception because this is your first time and you were not aware of this penalty.",8.062,A,NEUTRAL
82,We are more than happy to exempt you from this charge.,2.748,A,POSITIVE
83,Of course.,0.736,B,NEUTRAL
84,Of course.,0.616,B,NEUTRAL
85,I completely understand.,1.668,B,POSITIVE
86,This will never happen again.,1.288,B,NEGATIVE
87,"In my four years of being with you guys, I have never been late with my payments before.",4.152,B,NEUTRAL
88,"Except for this one, of course.",1.6,B,NEUTRAL
89,So thank you so much for resolving this issue for me.,3.528,B,POSITIVE
90,I am forever your loyal customer.,2.584,B,POSITIVE
91,"Oh, that's certainly music to my ears, Cersei.",2.728,A,POSITIVE
92,That's really nice to hear.,1.168,A,POSITIVE
93,Thank you.,0.884,A,POSITIVE
94,So what I'm going to do is I will just submit the request to our billing department.,5.38,A,NEUTRAL
95,Would it be okay if I put you on hold for two minutes to do that?,3.26,A,NEUTRAL
96,Absolutely.,0.92,B,NEUTRAL
97,Take your time.,1.072,B,NEUTRAL
98,Thank you.,1.044,A,POSITIVE
99,"Thanks for waiting, Searcy.",1.74,A,POSITIVE
100,"Hi, Candice.",1.13,B,NEUTRAL
101,So I have already submitted the request to cancel the $3 penalty from your bill.,5.03,A,NEUTRAL
102,You can now pay your bill for $50 instead of 53.,4.82,A,NEUTRAL
103,Perfect.,0.68,B,POSITIVE
104,"I can't thank you enough, Candace.",2.064,B,POSITIVE
105,You have been very helpful and very understanding.,3.152,B,POSITIVE
106,My pleasure.,0.752,A,POSITIVE
107,"Searcy, is there anything else that I can help you with today?",2.548,A,NEUTRAL
108,"Oh, yes, actually.",1.592,B,POSITIVE
109,Could you send me a confirmation email confirming what we just talked about in this call?,5.314,B,NEUTRAL
110,Could you maybe confirm in your email that I would only pay $50 instead of 53 and that you will cancel the $3?,8.616,B,NEUTRAL
111,"Could you do that for me, please?",1.424,B,NEUTRAL
112,Absolutely.,0.752,A,NEUTRAL
113,"I will send it to you within two to three minutes after this call to you to the email on file, which is searcyasterlyrock.com.",9.996,A,NEUTRAL
114,Perfect.,0.776,B,POSITIVE
115,"Thank you so much, Candace, and so sorry for the trouble that's all I need for today.",4.752,B,POSITIVE
116,"No trouble at all, Cersei.",1.28,A,NEUTRAL
117,No trouble at all.,1.192,A,NEUTRAL
118,"If that's all you need for today, then you have a fantastic day.",3.712,A,POSITIVE
119,Thank you for calling.,0.752,A,POSITIVE
120,Power up.,0.932,A,NEUTRAL
121,"You, too, Candace.",1.184,B,NEUTRAL
122,Have a fantastic shift.,1.584,B,POSITIVE
123,Bye.,0.768,B,NEUTRAL
124,I will.,0.52,A,POSITIVE
125,Bye.,0.216,B,NEUTRAL
